"","text","sentiment"
"377","UK PM May Clear She Wants Brexit Bill Unchanged by Parliament  Spokesman","Positive"
"378","Croatia Sets Up Commission to Tackle Legacy of Totalitarian Past","Negative"
"379","5 5 Quake Hits Southeastern Turkey  Injuries Reported","Neutral"
"380","Syrian Observatory Says Syrian Army  Allies Push Into Palmyra","Neutral"
"381","Sweden Institutes Military Draft for Both Men and Women","Neutral"
"382","Turkish Foreign Ministry Denies Reports of Deal Handing Villages to Syrian Government","Negative"
"383","Oil Pumping From Iraq s Kirkuk Fields Resumes  Shipping Sources","Neutral"
"384","Syrian Warplanes Strike Homs District","Negative"
"385","Africa Telecom Giant MTN Reports 1st Annual Losses in Years","Negative"
"386","Life s No Hoot for Owls in Tokyo Cafes  Activists Say","Neutral"
"387","South African Rescuers Look for Boy Who Fell Into Mine Shaft","Negative"
"388","UN Ramps Up Aid for Syrians Stuck in Desert Near Jordan","Very Negative"
"389"," I m Always Hungry   South Sudanese Face War  Now Famine","Very Negative"
"390","Death Toll From Afghanistan Attacks Climbs to 22","Very Negative"
"391","Erdogan Says Turkey Emergency Rule to Continue  Until Everything Settles Down  Media","Very Negative"
"392","In Final Ruling  Egypt Court Finds Mubarak Innocent in Killing of Protesters","Very Negative"
"393","Security Still Clouds Global Tourism Outlook UN Tourism Body Head","Neutral"
"394","Marine Le Pen Loses EU Parliament Immunity Over Tweets","Negative"
"395","Wave of US Airstrikes Target Al Qaida in Yemen","Neutral"
"396","Brexit Write Down Hits Deutsche Telekom s Annual Profit","Negative"
"397","Thai Police Question Dismissed Senior Royal Palace Aide","Neutral"
"398","Germany Arrests Suspected Syrian War Criminal","Negative"
"399","Brussels Tells EU States to Detain More Freely Migrants Awaiting Deportation","Positive"
"400","Russia Shrugs Off Sessions Uproar  Says Has Daily Contacts With U S  Partners","Negative"
"401","Ebola Worker Dies After Childbirth as Husband Blames Stigma","Very Negative"
"402","Philippines Demands Proof for Rights Group s Assertion of Police  Executions ","Neutral"
"403","The Latest  Le Pen Lays Out Platform for French Economy","Neutral"
"404","U S  Allied Militia Agrees to Hand Villages to Syrian Govt","Neutral"
"405","Suspected U S  Drone Strike Kills Two in Pakistan Near Afghan Border  Village Elder","Very Negative"
"406","Uighur IS Fighters Vow Blood Will  Flow in Rivers  in China","Neutral"
"407","Eurozone Inflation Above Target for First Time in 4 Years","Neutral"
"408","Germany Arrests 2 Syrian Extremist Suspects","Negative"
"409","The Latest  Malaysia to Deport NKorean After Questioning","Neutral"
"410","North Korea Says Heart Attack Likely Killed Airport Murder Victim","Very Negative"
"411","Suspected Militiamen Kidnap 5 Workers at Banro s East Congo Mine","Neutral"
"412","Xi Jinping  Seeking to Extend Power  May Bend Retirement Rules","Neutral"
"413","Iraqis Flee Western Mosul  UN Warns of More Displacement","Very Negative"
"414","Ukraine Industrial Group Rejects Separatists  Demand to Register Firms Locally","Negative"
"415","French Court Delays Decision on Extradition of Ex Kosovo PM","Negative"
"416","Donors Pledge Nearly  200 Million for Family Planning","Neutral"
"417","Central European Nations Present Plan for Stronger EU","Neutral"
"418","Cambodian Opposition Party Elects New Leader Ahead of Polls","Negative"
"419","Macron Takes Aim at Pension Reform  Lawmakers  in Campaign Manifesto","Positive"
"420","Northern Ireland Voters Put Power Sharing to Renewed Test","Positive"
"421"," Watch Me  Rapper Silento Stuck in UAE Over Business Dispute","Very Negative"
"422","Welcome to Your New Office  A Stranger s Living Room","Neutral"
"423","EU Prods Members to Take in the Refugees They Promised To","Neutral"
"424","Nepal Seeks Foreign Investment to Help Recovery From Quake","Positive"
"425","10 White Houses  4 Arcs de Triomphe  2 Sphinxes     Now China s Tower Bridge Attracts Scorn","Negative"
"426","Veteran Israeli Photojournalist David Rubinger Dies at 92","Negative"
"427","Oil Flows Resume From Iraq s Kirkuk Fields After Kurdish Forces Storm Facility","Neutral"
"428","4 to Be Indicted After Anniversary Eviction Riots","Neutral"
"429","Turkish Official Cancels German Visit After Rally Venue Ban","Neutral"
"430","France Court Postpones Decision on Extradition of Ex Kosovo PM Haradinaj","Neutral"
"431","Cement Multinational  Deals Made With Armed Groups in Syria","Neutral"
"432","Japanese Emperor Meets Former Soldiers  Families in Vietnam","Neutral"
"433","PSL Final Is More Than a Mere Game of Cricket for Pakistan","Positive"
"434","Syrian Army Retakes Town of Palmyra as IS Defenses Crumble","Negative"
"435","Under Xi  Wealth of China s Uber Rich Lawmakers Grew Faster Than Economy","Positive"
"436","Emperor Expresses Sympathy to Vietnamese Left by Soldiers","Neutral"
"437","Japan s Abe Has Shot at Extended PM Run  and Planned Charter Reform","Positive"
"438","Angry at PETA  Traders in South Indian State Pull US Drinks","Negative"
"439","Presidential Hopeful Macron Aims to Clean Up French Politics","Very Positive"
"440","Iranian Film Hails Demise of US Navy in Imagined Gulf Battle","Negative"
"441","With Libya s Transition Paralyzed  a Would Be Premier Projects Power in Tripoli","Negative"
"442","Turkish Fashion Designer Freed From Jail Pending Trial","Neutral"
"443","Pakistan Unveils Reforms for Tribal Areas as Drone Kills 2","Negative"
"444","Land Haunts Germany s Effort to Atone for Africa Genocide","Negative"
"445","Sweden Returns Draft Amid Security Worries and Soldier Shortage","Very Negative"
"446","Iraqi Forces in Mosul Fight Islamic State Counter Attack","Negative"
"447","Cambodian Opposition Chooses New Leader Ahead of Elections","Negative"
"448","China Seeks Global Support for Cyber Sovereignty Framework","Positive"
"449","Civilians  IS Fighters Killed in West Mosul Mosque Strike  Residents Say","Very Negative"
"450","Sacked Thai Palace Aide Appears to Face Charges","Neutral"
"451","South Korea Worried About Calls in China Against South Korea Firms Over THAAD","Negative"
"452","Asian Shares Lower as Investors Await Fed Chair s Speech","Neutral"
"453","Shooting in Thailand s South Kills Four Despite Safety Zone Deal Police","Negative"
"454","Malaysia Releases N  Korean Held in Deadly Chemical Attack","Very Negative"
"455","Fukushima Cleanup Chief Urges Better Use of Probe Robot","Positive"
"456","China Drills Again Near Taiwan as Island Warns of Threat","Negative"
"457","Malaysia to Deport North Korean Detained in Airport Murder Probe","Negative"
"458","Malaysia to Deport North Korean Detained in Airport Murder Probe","Negative"
"459","Chinese Activist s Lawyers Slam Purported Interview With Him","Neutral"
"460","AP Explains  What to Know About China s Legislative Sessions","Neutral"
"461","China Accuses Rights Activist of  Fake News  Fabricating Torture","Very Negative"
"462","Pacific Island Nations Call for UN Report on Papua Abuses","Negative"
"463","Lake Worshipped by Incans Now Littered With Trash","Negative"
"464","Malaysia to Deport North Korean Detained in Airport Murder Probe","Negative"
"465","Japan PM Abe Says No Defense Budget Ceiling as 1 Percent to GDP","Neutral"
"466","Kim Jong nam Died of Heart Failure  North Korea Suggests","Very Negative"
"467","Prime Minister Rules Out Attending Sydney Gay Mardi Gras","Neutral"
"468","AP Explains  What to Know About China s Legislative Sessions","Neutral"
"469","House Democratic Leader Calls on Sessions to Resign","Neutral"
"470","North Korea Uses Sophisticated Tools to Spy on Citizens Digitally Report","Positive"
"471","The Latest  Malaysia Says No Evidence Against N  Korean Man","Neutral"
"472","Scores of Detained Asylum Seekers Take Australian Cash and Return Home","Neutral"
"473","Pacific Island Nations Call for UN Report on Papua Abuses","Negative"
"474","Rio s Portela Wins Carnival Samba School Parade With Water Theme","Neutral"
"475","Rights Groups Says Philippine Police Has Falsified Evidence","Neutral"
"476","Malaysia to Cancel Visa Free Entry for North Koreans Agency","Positive"
"477","Bolivia s President Goes to Cuba for Medical Treatment","Neutral"
"478","Trump s Immigration Opening Falls Flat With Key Audience  Democrats","Negative"
"479","North Korea Vows Toughest Response to South Korea US Drills","Neutral"
"480","Devices Seized in Yemen Raid Offer Some Clues to Qaeda Tactics","Neutral"
"481","Tunisian Officers  Branded  Cowardly  During Massacre  Face Charges","Very Negative"
"482","U S   South Korea Agree to Strengthen Cooperation on North Korea Sanctions","Neutral"
"483","Security Council to Visit 4 Countries Affected by Boko Haram","Neutral"
"484","Aydin Dogan  Turkish Media Tycoon  Is Ordered to Appear in Court","Neutral"
"485","Cabinet Members Lobby Trump to Remove Iraq From New Travel Ban  Officials","Neutral"
"486","Lawyers Sue Chinese Authorities for Not Getting Rid of Smog","Neutral"
"487","Jordanian Immigrant in Michigan Elated Over Release From ICE Detention","Neutral"
"488","Carnival Party Over  Brazil Returns to Reality of Political Crisis","Negative"
"489","Infant and Fetus Remains Are Found at Ex Home for Unwed Mothers in Ireland","Neutral"
"490","UN Experts Express Concern About Growth of  Fake News ","Very Negative"
"491","Indian State Says It ll Require Study of Sanskrit  Raising Eyebrows","Neutral"
"492","Georgia Suspends Ownership Change for Broadcaster After Euro Court Ruling","Neutral"
"493","French Presidential Candidate Fillon s Campaign Chief Resigns","Neutral"
"494","Erdogan Says German Journalist Held in Turkey Was Agent and PKK Member","Neutral"
"495","Egyptian Police Kill Four in Shootout in Cairo Outskirts","Negative"
"496","Exclusive  Trump Administration Considering Separating Women  Children at Mexico Border","Neutral"
"497","Rene Preval  Who Led Haiti Amid Catastrophe  Dies at 74","Very Negative"
"498","Secret Life of Tweets Undoes Celebrated Voice of French Suburbs","Neutral"
"499","Libyan Militias Seize Control of Major Oil Terminals","Neutral"
"500","U N  Sets Agenda for Next Round of Syria Talks  Includes  Terrorism ","Negative"
"501","Ex Haitian President Preval Dies  First to Peacefully Hand Over Power","Negative"
"502","Dutch Government Opposed to Planned Turkish Referendum Rally in Rotterdam","Negative"
"503","Desperate Herders Lose Animals  Hope Amid Drought in Kenya","Very Negative"
"504","EU s Mogherini Booed in Serbian Parliament Ahead of Balkan Summit","Neutral"
"505","France s Le Pen Refused to Be Questioned by Judges in EU Jobs Affair  Lawyer","Very Negative"
"506","NAFTA Needs to Be Modernized  Mexican Economy Minister","Neutral"
"507","Iranians Celebrate 2nd Oscars Win for Farhadi","Very Positive"
"508","Hundreds Rescued in Mediterranean as Migrant Arrivals in Italy Outpace 2016","Neutral"
"509","Congo Police Arrest Separatist Cult Leader After Violent Standoff","Negative"
"510","Austria s Greens and Far Right Join Forces to Probe Eurofighter Deal","Positive"
"511","Banksy Puts Mark on Bethlehem Hotel With  Worst View in the World ","Negative"
"512","Syrian Opposition Accepts U N  Principles at End of Peace Talks","Neutral"
"513","AP PHOTOS  Cuban Tobacco Farmers Celebrate a Bumper Crop","Positive"
"514","France s Fillon Urges Supporters to  Resist   Turn Out in Force for Rally","Neutral"
"515","Mexico  Journalist Shot Dead in Troubled Guerrero State","Very Negative"
"516","Brazil s Leaders Tout Austerity  Just Not for Them ","Negative"
"517","Pentagon Confirms New U S  Strikes in Yemen  but Says No U S  Raids","Neutral"
"518","Libya Naval Forces Rescue 115 Illegal Migrants  25 Missing","Negative"
"519","Greek Police Bust Smuggling Ring  Arrest Migrants Hiding in Caves","Negative"
"520","Texas Environmentalists Sue Houston Area Refinery Over Pollution","Negative"
"521","U N  Syria Talks End With Paper on 12 Principles  Delegate Says","Neutral"
"522","E U  Lawmakers Call for End to Visa Free Travel for Americans","Positive"
"523","Gambia Frees Nearly 100 Prisoners From Jammeh Era","Neutral"
"524","25 Migrants Believed Dead as Libya s Coast Guard Rescues 115","Negative"
"525","Amsterdam Artists Hold  Nasty Woman  Show to Raise Money for Women s Rights","Negative"
"526","Dior Sees Blue  Issey Miyake Looks to Northern Lights at Paris Shows","Neutral"
"527","Mosul Victims Treated for Chemical Agents as Displacement Accelerates","Neutral"
"528","Italy s Renzi Sees Comeback Threatened by Public Tenders Scandal","Very Negative"
"529","Ethiopian Opposition Leader Pleads Not Guilty to Incitement Charges","Positive"
"530","Germany Expects Cannabis Growing Program to Be Going in 2019","Neutral"
"531","TV Commentator Makes Equality an Issue in Dutch Elections","Negative"
"532","Ebola Nurse s Family Want to Sue Liberian Hospital Over Her Death","Very Negative"
"533","Montenegro Pro Russian Leaders Seek Bannon Help Against NATO","Positive"
"534","Factbox  Rough Guide to Manifesto of Macron  French Presidential Candidate","Negative"
"535","UN Humanitarian Chief  US  Very Ready to Donate  Under Trump","Positive"
"536","Welcome to the Wall  Artist Banksy Opens Bethlehem Hotel","Positive"
"537","Greek Police Seize Synthetic Drugs Worth Millions  Arrest 4","Neutral"
"538","Walls  Drones and Mines  Turkey Tightens Border as Syria Incursion Deepens","Negative"
"539","IRA Suspect on the Run Over 2012 Killing Arraigned in Dublin","Very Negative"
"540","Queen Elizabeth Marks St David s Day With Leek Gifts","Neutral"
"541","Polish EU Lawmaker Says Women Intellectually Inferior to Men","Negative"
"542","Berlin Truck Attack Prompts Accord Between Germany  Tunisia","Negative"
"543","EU to Weigh High Level Talks With Israel","Neutral"
"544","Belgium Frees Driver Detained for Carrying Gas Cylinders","Neutral"
"545","Turkey  Germany Foreign Ministers to Meet to Discuss Ties  Sources","Neutral"
"546","Separatist Leader Severs Trade Ties With Ukraine Over Rail Blockade","Negative"
"547","Fire Kills Two in Italy Migrant Farm Workers   Ghetto ","Very Negative"
"548","French Aid Groups Defy Order to Stop Feeding Migrants","Negative"
"549","South Sudan Military Arrests Soldiers Over Gang Rape Accusation","Very Negative"
"550","Brazil Lower House to Vote on Pension Reform in Late April  Speaker","Positive"
"551","Norway  Ryanair Settles With Former Employee","Neutral"
"552","Orban Ally Buys Stakes in Owner of Hungarian Media Group","Neutral"
"553","Finnish PM Warns Against Multi Speed EU","Neutral"
"554","Tanzania s Magufuli Orders Seizure of Expatriate Construction Workers  Passports","Neutral"
"555","Moroccan Designer s Embroidery School Revives Fading Art","Neutral"
"556","United Nations Expert Slams Trump Over Stance on Torture","Negative"
